record_id,transaction_date,transaction_timestamp,customer_name,product_category,amount,quantity,payment_method,last_updated_timestamp,status
60,2025-04-11,2025-04-11T04:16:38,Costco,Software,836.88,4,PayPal,2025-04-11T04:59:38,Completed
61,2025-04-11,2025-04-11T15:40:15,Apple,Home Goods,1730.26,2,Credit Card,2025-04-11T16:41:15,Pending
62,2025-04-11,2025-04-11T09:38:03,Walmart,Home Goods,1169.29,1,PayPal,2025-04-11T11:53:03,Completed
63,2025-04-11,2025-04-11T19:35:26,Costco,Home Goods,1811.44,2,Bank Transfer,2025-04-11T22:29:26,Cancelled
64,2025-04-11,2025-04-11T09:36:55,Costco,Tools,1635.13,3,Bank Transfer,2025-04-11T11:18:55,Pending
65,2025-04-11,2025-04-11T19:05:40,BestBuy,Books,108.72,7,Credit Card,2025-04-11T21:17:40,Completed
66,2025-04-11,2025-04-11T07:05:01,Apple,Apparel,606.93,10,Credit Card,2025-04-11T07:26:01,Completed
67,2025-04-11,2025-04-11T08:12:50,BestBuy,Apparel,1798.18,8,Debit Card,2025-04-11T08:25:50,Pending
68,2025-04-12,2025-04-12T03:54:03,BestBuy,Apparel,369.73,6,PayPal,2025-04-12T05:15:03,Cancelled
69,2025-04-12,2025-04-12T21:52:13,Costco,Electronics,471.69,1,PayPal,2025-04-12T21:53:13,Pending
70,2025-04-12,2025-04-12T02:29:00,eBay,Electronics,1128.19,5,Debit Card,2025-04-12T05:00:00,Completed
71,2025-04-12,2025-04-12T13:10:52,Microsoft,Software,310.69,6,PayPal,2025-04-12T13:19:52,Completed
72,2025-04-12,2025-04-12T08:15:37,Target,Books,877.35,1,PayPal,2025-04-12T08:21:37,Cancelled
73,2025-04-12,2025-04-12T07:56:28,Apple,Electronics,1113.04,3,Bank Transfer,2025-04-12T09:06:28,Pending
74,2025-04-13,2025-04-13T08:42:20,BestBuy,Home Goods,1831.26,10,Bank Transfer,2025-04-13T09:10:20,Completed
75,2025-04-13,2025-04-13T13:15:09,Apple,Electronics,1846.24,7,Credit Card,2025-04-13T15:54:09,Completed
76,2025-04-13,2025-04-13T15:52:53,Target,Electronics,409.49,9,Credit Card,2025-04-13T17:29:53,Cancelled
77,2025-04-13,2025-04-13T17:43:40,Amazon,Electronics,827.84,2,Bank Transfer,2025-04-13T18:19:40,Cancelled
78,2025-04-14,2025-04-14T20:30:53,Google,Electronics,1569.64,2,PayPal,2025-04-14T20:40:53,Pending
79,2025-04-14,2025-04-14T02:00:30,Google,Tools,338.13,6,Debit Card,2025-04-14T02:37:30,Cancelled
80,2025-04-14,2025-04-14T07:06:14,Walmart,Books,174.12,3,Credit Card,2025-04-14T08:52:14,Cancelled
81,2025-04-15,2025-04-15T16:30:40,Walmart,Tools,984.72,6,Debit Card,2025-04-15T18:21:40,Pending
82,2025-04-15,2025-04-15T19:38:35,Costco,Electronics,836.51,3,Debit Card,2025-04-15T22:00:35,Cancelled
83,2025-04-15,2025-04-15T19:34:09,Costco,Electronics,818.14,4,Debit Card,2025-04-15T20:43:09,Cancelled
84,2025-04-15,2025-04-15T12:50:05,Amazon,Sports,1758.39,2,PayPal,2025-04-15T15:17:05,Cancelled
85,2025-04-15,2025-04-15T12:26:38,Amazon,Electronics,1343.93,5,Debit Card,2025-04-15T14:29:38,Cancelled
86,2025-04-15,2025-04-15T06:42:26,Amazon,Home Goods,1400.24,10,Debit Card,2025-04-15T07:42:26,Completed
87,2025-04-16,2025-04-16T02:42:12,Walmart,Electronics,1911.79,1,Debit Card,2025-04-16T03:36:12,Completed
88,2025-04-16,2025-04-16T20:26:58,Google,Electronics,639.32,10,Debit Card,2025-04-16T21:52:58,Cancelled
89,2025-04-16,2025-04-16T09:49:36,eBay,Tools,330.42,5,Bank Transfer,2025-04-16T10:36:36,Completed
90,2025-04-16,2025-04-16T06:08:55,eBay,Sports,665.44,7,Bank Transfer,2025-04-16T07:50:55,Pending
91,2025-04-16,2025-04-16T04:43:27,Amazon,Books,104.95,7,Bank Transfer,2025-04-16T07:18:27,Pending
92,2025-04-16,2025-04-16T03:57:44,Target,Home Goods,1024.15,1,Debit Card,2025-04-16T06:48:44,Cancelled
93,2025-04-16,2025-04-16T02:23:50,Amazon,Home Goods,410.38,10,PayPal,2025-04-16T02:53:50,Completed
94,2025-04-17,2025-04-17T05:42:05,Microsoft,Tools,1109.85,6,Debit Card,2025-04-17T08:28:05,Cancelled
95,2025-04-17,2025-04-17T01:11:54,BestBuy,Groceries,37.75,9,Debit Card,2025-04-17T02:49:54,Pending
96,2025-04-17,2025-04-17T11:17:17,Microsoft,Home Goods,1917.84,8,PayPal,2025-04-17T12:34:17,Cancelled
97,2025-04-17,2025-04-17T04:56:54,Costco,Books,859.9,10,Bank Transfer,2025-04-17T06:28:54,Cancelled
98,2025-04-17,2025-04-17T17:58:44,eBay,Software,612.56,9,Debit Card,2025-04-17T18:03:44,Cancelled
99,2025-04-18,2025-04-18T20:20:07,BestBuy,Software,373.28,2,Credit Card,2025-04-18T22:05:07,Completed
100,2025-04-18,2025-04-18T23:15:59,Meta,Sports,182.56,10,Bank Transfer,2025-04-18T23:33:59,Pending
101,2025-04-18,2025-04-18T08:56:00,Microsoft,Tools,622.94,9,Debit Card,2025-04-18T11:22:00,Completed
102,2025-04-18,2025-04-18T20:40:27,Microsoft,Home Goods,925.52,5,Bank Transfer,2025-04-18T22:35:27,Pending
103,2025-04-18,2025-04-18T13:33:33,Google,Software,554.39,10,Bank Transfer,2025-04-18T14:08:33,Pending
104,2025-04-19,2025-04-19T17:52:16,Meta,Tools,1418.37,8,Bank Transfer,2025-04-19T18:53:16,Pending
105,2025-04-19,2025-04-19T14:27:52,Meta,Software,827.16,7,PayPal,2025-04-19T16:08:52,Completed
106,2025-04-19,2025-04-19T20:26:48,eBay,Electronics,1641.43,4,Debit Card,2025-04-19T20:43:48,Cancelled
107,2025-04-19,2025-04-19T17:35:41,Google,Sports,1422.4,7,Debit Card,2025-04-19T18:08:41,Cancelled
108,2025-04-20,2025-04-20T21:30:11,Costco,Electronics,1251.42,10,Bank Transfer,2025-04-20T23:16:11,Completed
109,2025-04-20,2025-04-20T11:33:34,Amazon,Home Goods,187.14,2,PayPal,2025-04-20T12:53:34,Cancelled
110,2025-04-20,2025-04-20T21:52:49,Walmart,Books,650.47,2,Credit Card,2025-04-20T22:45:49,Cancelled
111,2025-04-20,2025-04-20T11:55:39,eBay,Apparel,264.91,7,Bank Transfer,2025-04-20T12:07:39,Cancelled
112,2025-04-21,2025-04-21T03:05:33,Microsoft,Electronics,1445.95,10,PayPal,2025-04-21T04:53:33,Cancelled
113,2025-04-21,2025-04-21T08:25:48,Target,Groceries,1821.25,10,PayPal,2025-04-21T08:28:48,Pending
114,2025-04-21,2025-04-21T20:21:55,Google,Software,1131.21,8,PayPal,2025-04-21T20:26:55,Pending
115,2025-04-21,2025-04-21T12:22:47,Target,Sports,1408.67,10,Debit Card,2025-04-21T14:07:47,Completed
116,2025-04-21,2025-04-21T03:47:49,Microsoft,Electronics,1183.95,6,PayPal,2025-04-21T05:26:49,Pending
117,2025-04-22,2025-04-22T00:02:34,Amazon,Apparel,1784.96,8,Credit Card,2025-04-22T01:32:34,Cancelled
118,2025-04-22,2025-04-22T20:56:01,Walmart,Sports,1545.72,1,PayPal,2025-04-22T21:56:01,Completed
119,2025-04-22,2025-04-22T12:39:57,Apple,Home Goods,1186.44,1,Credit Card,2025-04-22T15:08:57,Pending
120,2025-04-23,2025-04-23T01:11:50,BestBuy,Tools,1790.7,4,Credit Card,2025-04-23T03:22:50,Completed
121,2025-04-23,2025-04-23T12:53:30,Google,Software,471.17,8,Bank Transfer,2025-04-23T13:38:30,Pending
122,2025-04-23,2025-04-23T17:55:12,Meta,Sports,1141.29,4,PayPal,2025-04-23T20:10:12,Completed
123,2025-04-23,2025-04-23T22:05:17,Target,Electronics,371.77,6,Credit Card,2025-04-23T23:26:17,Cancelled
124,2025-04-23,2025-04-23T22:20:04,eBay,Software,1267.06,8,Debit Card,2025-04-23T23:59:59,Pending
125,2025-04-23,2025-04-23T09:58:01,Meta,Software,1726.59,9,PayPal,2025-04-23T12:55:01,Cancelled
126,2025-04-23,2025-04-23T04:36:16,BestBuy,Groceries,1504.84,9,PayPal,2025-04-23T07:28:16,Cancelled
127,2025-04-24,2025-04-24T15:21:44,Walmart,Apparel,249.83,5,Debit Card,2025-04-24T15:59:44,Pending
128,2025-04-24,2025-04-24T19:23:22,Target,Sports,1813.81,4,Credit Card,2025-04-24T21:41:22,Cancelled
129,2025-04-24,2025-04-24T22:20:40,Walmart,Books,315.56,7,PayPal,2025-04-24T23:59:59,Cancelled
130,2025-04-24,2025-04-24T23:10:10,eBay,Software,324.97,8,Bank Transfer,2025-04-24T23:59:59,Cancelled
131,2025-04-24,2025-04-24T15:12:15,Microsoft,Home Goods,1057.38,9,Credit Card,2025-04-24T17:37:15,Cancelled
132,2025-04-24,2025-04-24T20:41:11,Amazon,Software,1998.21,1,Debit Card,2025-04-24T22:12:11,Pending
133,2025-04-25,2025-04-25T17:01:56,Walmart,Sports,1151.74,8,Credit Card,2025-04-25T18:22:56,Pending
134,2025-04-25,2025-04-25T04:35:54,Google,Tools,747.11,10,PayPal,2025-04-25T07:27:54,Pending
135,2025-04-25,2025-04-25T17:56:32,Costco,Groceries,1365.63,4,Debit Card,2025-04-25T20:35:32,Cancelled
136,2025-04-25,2025-04-25T08:43:18,Meta,Electronics,1192.09,10,Credit Card,2025-04-25T11:20:18,Completed
137,2025-04-25,2025-04-25T03:07:02,Google,Home Goods,1738.33,10,PayPal,2025-04-25T06:05:02,Cancelled
138,2025-04-25,2025-04-25T21:50:04,Apple,Groceries,112.92,3,PayPal,2025-04-25T23:07:04,Cancelled
139,2025-04-25,2025-04-25T23:16:01,Walmart,Tools,750.6,6,Debit Card,2025-04-25T23:59:59,Cancelled
140,2025-04-25,2025-04-25T11:46:49,eBay,Books,1884.09,10,PayPal,2025-04-25T13:54:49,Pending
141,2025-04-26,2025-04-26T07:06:21,BestBuy,Home Goods,526.03,8,Bank Transfer,2025-04-26T08:40:21,Cancelled
142,2025-04-26,2025-04-26T07:36:14,eBay,Home Goods,150.14,3,PayPal,2025-04-26T09:24:14,Cancelled
143,2025-04-26,2025-04-26T02:52:41,Microsoft,Groceries,686.33,10,Credit Card,2025-04-26T04:26:41,Pending
144,2025-04-26,2025-04-26T03:43:20,eBay,Home Goods,391.9,10,Credit Card,2025-04-26T04:48:20,Completed
145,2025-04-26,2025-04-26T01:53:20,Walmart,Tools,1167.46,8,PayPal,2025-04-26T02:29:20,Cancelled
146,2025-04-26,2025-04-26T15:37:40,Apple,Electronics,1336.91,8,Debit Card,2025-04-26T17:27:40,Pending
147,2025-04-27,2025-04-27T02:24:22,Target,Software,1765.44,8,PayPal,2025-04-27T04:40:22,Cancelled
148,2025-04-27,2025-04-27T15:42:05,Costco,Books,1358.22,6,Bank Transfer,2025-04-27T17:02:05,Completed
149,2025-04-27,2025-04-27T23:54:33,Walmart,Electronics,266.94,10,PayPal,2025-04-27T23:59:59,Pending
150,2025-04-27,2025-04-27T11:53:10,Microsoft,Sports,255.75,10,Credit Card,2025-04-27T13:42:10,Cancelled
151,2025-04-27,2025-04-27T19:43:18,BestBuy,Home Goods,1980.87,4,PayPal,2025-04-27T21:46:18,Completed
152,2025-04-28,2025-04-28T10:50:43,Meta,Apparel,55.91,6,PayPal,2025-04-28T11:56:43,Cancelled
153,2025-04-28,2025-04-28T03:34:23,Apple,Groceries,73.37,4,Bank Transfer,2025-04-28T04:09:23,Completed
154,2025-04-28,2025-04-28T01:11:42,Google,Software,726.6,4,Debit Card,2025-04-28T02:13:42,Completed
155,2025-04-28,2025-04-28T12:23:41,Amazon,Groceries,607.76,9,Credit Card,2025-04-28T14:36:41,Pending
156,2025-04-28,2025-04-28T14:46:38,BestBuy,Apparel,757.56,6,Bank Transfer,2025-04-28T15:30:38,Cancelled
157,2025-04-28,2025-04-28T12:51:11,Costco,Apparel,1688.18,6,Debit Card,2025-04-28T13:04:11,Completed
158,2025-04-28,2025-04-28T22:34:15,Meta,Groceries,1459.92,8,PayPal,2025-04-28T23:59:59,Pending
159,2025-04-28,2025-04-28T01:07:15,Apple,Software,1317.48,4,Debit Card,2025-04-28T03:40:15,Pending
160,2025-04-29,2025-04-29T18:39:58,Walmart,Tools,1662.01,1,Credit Card,2025-04-29T19:38:58,Completed
161,2025-04-29,2025-04-29T00:54:56,Target,Sports,669.42,9,Bank Transfer,2025-04-29T01:17:56,Completed
162,2025-04-29,2025-04-29T21:21:09,Google,Software,1935.32,1,PayPal,2025-04-29T23:22:09,Completed
163,2025-04-29,2025-04-29T18:00:56,Target,Software,507.63,3,PayPal,2025-04-29T20:49:56,Cancelled
164,2025-04-30,2025-04-30T05:32:35,Costco,Home Goods,308.7,9,PayPal,2025-04-30T07:31:35,Cancelled
165,2025-04-30,2025-04-30T14:20:41,Meta,Apparel,811.54,7,Credit Card,2025-04-30T14:59:41,Cancelled
166,2025-04-30,2025-04-30T02:44:16,BestBuy,Sports,1451.41,4,Bank Transfer,2025-04-30T04:55:16,Completed
167,2025-04-30,2025-04-30T19:24:55,Target,Groceries,1286.7,3,PayPal,2025-04-30T22:16:55,Completed
168,2025-04-30,2025-04-30T04:53:41,Amazon,Electronics,289.36,5,Credit Card,2025-04-30T05:18:41,Completed
169,2025-04-30,2025-04-30T07:36:25,Walmart,Tools,1725.45,10,Debit Card,2025-04-30T08:24:25,Cancelled
170,2025-04-30,2025-04-30T17:48:13,eBay,Tools,602.94,9,Debit Card,2025-04-30T18:15:13,Completed
171,2025-05-01,2025-05-01T19:12:31,Apple,Electronics,593.12,2,Bank Transfer,2025-05-01T19:41:31,Completed
172,2025-05-01,2025-05-01T21:11:06,Walmart,Books,65.7,6,Bank Transfer,2025-05-01T22:54:06,Completed
173,2025-05-01,2025-05-01T07:39:57,Meta,Home Goods,1729.08,4,Bank Transfer,2025-05-01T10:23:57,Completed
174,2025-05-02,2025-05-02T15:41:17,Costco,Books,1297.06,2,Debit Card,2025-05-02T17:36:17,Pending
175,2025-05-02,2025-05-02T18:32:10,Google,Tools,805.74,2,PayPal,2025-05-02T21:24:10,Pending
176,2025-05-02,2025-05-02T03:57:17,Amazon,Sports,1387.29,2,Bank Transfer,2025-05-02T06:00:17,Pending
177,2025-05-03,2025-05-03T16:51:28,Target,Tools,1724.73,3,Credit Card,2025-05-03T17:46:28,Pending
178,2025-05-03,2025-05-03T14:50:49,Amazon,Groceries,1663.81,8,Credit Card,2025-05-03T15:02:49,Completed
179,2025-05-03,2025-05-03T11:42:09,eBay,Electronics,1951.04,2,Debit Card,2025-05-03T14:18:09,Pending
180,2025-05-03,2025-05-03T23:20:44,Walmart,Apparel,1930.62,6,Credit Card,2025-05-03T23:59:59,Pending
181,2025-05-03,2025-05-03T10:06:58,Amazon,Apparel,1810.97,4,Credit Card,2025-05-03T11:59:58,Completed
182,2025-05-03,2025-05-03T06:55:38,eBay,Groceries,1036.48,6,PayPal,2025-05-03T07:18:38,Pending
183,2025-05-03,2025-05-03T22:18:17,Walmart,Sports,474.22,3,Bank Transfer,2025-05-03T23:59:59,Pending
184,2025-05-03,2025-05-03T12:24:51,Walmart,Tools,1860.94,7,Credit Card,2025-05-03T12:50:51,Pending
185,2025-05-04,2025-05-04T14:12:48,Target,Groceries,527.98,5,Credit Card,2025-05-04T14:41:48,Pending
186,2025-05-04,2025-05-04T23:49:06,Amazon,Home Goods,1643.43,10,Debit Card,2025-05-04T23:59:59,Completed
187,2025-05-04,2025-05-04T05:32:03,Costco,Apparel,1258.09,2,PayPal,2025-05-04T07:11:03,Pending
188,2025-05-04,2025-05-04T19:38:08,Costco,Home Goods,1122.65,6,Bank Transfer,2025-05-04T20:36:08,Cancelled
189,2025-05-05,2025-05-05T21:41:02,eBay,Sports,983.69,10,PayPal,2025-05-05T23:59:59,Pending
190,2025-05-05,2025-05-05T00:21:42,BestBuy,Books,831.08,2,Bank Transfer,2025-05-05T00:26:42,Completed
191,2025-05-05,2025-05-05T11:39:49,BestBuy,Groceries,638.98,9,PayPal,2025-05-05T14:04:49,Pending
192,2025-05-05,2025-05-05T17:39:57,eBay,Tools,1415.35,7,PayPal,2025-05-05T18:33:57,Cancelled
193,2025-05-05,2025-05-05T03:57:01,Apple,Tools,1653.86,2,Bank Transfer,2025-05-05T05:12:01,Completed
194,2025-05-05,2025-05-05T20:23:21,Apple,Books,684.3,9,PayPal,2025-05-05T21:08:21,Pending
195,2025-05-05,2025-05-05T10:56:38,Apple,Apparel,573.81,10,Credit Card,2025-05-05T13:25:38,Pending
196,2025-05-06,2025-05-06T10:22:08,Meta,Software,1673.61,9,Bank Transfer,2025-05-06T12:56:08,Pending
197,2025-05-06,2025-05-06T12:58:06,Apple,Books,1677.68,5,Debit Card,2025-05-06T13:36:06,Completed
198,2025-05-06,2025-05-06T01:29:38,Google,Groceries,1915.23,1,Debit Card,2025-05-06T04:13:38,Pending
199,2025-05-06,2025-05-06T10:44:26,Walmart,Sports,718.91,2,Debit Card,2025-05-06T12:28:26,Pending
200,2025-05-06,2025-05-06T04:10:02,Amazon,Electronics,1584.55,1,Bank Transfer,2025-05-06T05:24:02,Cancelled
201,2025-05-06,2025-05-06T00:24:23,BestBuy,Software,1470.34,1,Credit Card,2025-05-06T02:12:23,Cancelled
202,2025-05-06,2025-05-06T08:31:21,Amazon,Books,710.34,1,PayPal,2025-05-06T10:10:21,Completed
203,2025-05-06,2025-05-06T09:52:30,Walmart,Books,1923.42,1,PayPal,2025-05-06T12:46:30,Completed
204,2025-05-07,2025-05-07T12:03:29,Google,Electronics,1043.06,2,Bank Transfer,2025-05-07T13:41:29,Cancelled
205,2025-05-07,2025-05-07T13:18:44,Costco,Home Goods,618.56,8,Credit Card,2025-05-07T14:39:44,Cancelled
206,2025-05-07,2025-05-07T23:12:46,Apple,Electronics,959.81,9,Debit Card,2025-05-07T23:59:59,Cancelled
207,2025-05-07,2025-05-07T16:00:51,Target,Tools,640.99,4,PayPal,2025-05-07T18:31:51,Completed
208,2025-05-07,2025-05-07T04:52:48,Costco,Sports,271.65,7,Credit Card,2025-05-07T05:22:48,Completed
209,2025-05-07,2025-05-07T13:57:33,Apple,Home Goods,1428.86,6,Debit Card,2025-05-07T14:10:33,Cancelled
210,2025-05-08,2025-05-08T16:12:55,Amazon,Sports,957.29,3,Bank Transfer,2025-05-08T16:40:55,Completed
211,2025-05-08,2025-05-08T12:12:59,BestBuy,Home Goods,200.78,2,Credit Card,2025-05-08T13:24:59,Pending
212,2025-05-08,2025-05-08T21:51:13,Meta,Apparel,1035.67,5,Credit Card,2025-05-08T23:59:59,Cancelled
213,2025-05-08,2025-05-08T08:34:48,Walmart,Home Goods,1391.46,7,Debit Card,2025-05-08T10:27:48,Cancelled
214,2025-05-08,2025-05-08T17:45:58,Microsoft,Groceries,1878.96,1,Credit Card,2025-05-08T18:09:58,Pending
215,2025-05-08,2025-05-08T07:37:37,Amazon,Tools,28.63,9,Debit Card,2025-05-08T07:49:37,Pending
216,2025-05-09,2025-05-09T00:50:01,Target,Electronics,135.41,2,Bank Transfer,2025-05-09T02:14:01,Cancelled
217,2025-05-09,2025-05-09T05:02:03,Target,Electronics,62.13,5,PayPal,2025-05-09T05:41:03,Pending
218,2025-05-09,2025-05-09T11:30:24,eBay,Electronics,739.7,8,Credit Card,2025-05-09T12:47:24,Pending
219,2025-05-09,2025-05-09T20:47:14,Google,Groceries,257.42,1,Credit Card,2025-05-09T20:57:14,Pending
220,2025-05-09,2025-05-09T00:30:34,Microsoft,Tools,1701.43,6,Credit Card,2025-05-09T02:56:34,Pending
221,2025-05-09,2025-05-09T01:45:02,Amazon,Books,1948.06,7,Debit Card,2025-05-09T04:29:02,Completed
222,2025-05-09,2025-05-09T15:53:06,Amazon,Home Goods,150.16,1,PayPal,2025-05-09T16:09:06,Cancelled
223,2025-05-10,2025-05-10T03:42:48,Microsoft,Apparel,617.49,2,Credit Card,2025-05-10T06:04:48,Pending
224,2025-05-10,2025-05-10T00:03:52,Walmart,Electronics,305.38,8,PayPal,2025-05-10T02:24:52,Cancelled
225,2025-05-10,2025-05-10T23:01:04,Walmart,Tools,370.44,8,Credit Card,2025-05-10T23:59:59,Cancelled
226,2025-05-10,2025-05-10T01:04:10,Microsoft,Groceries,1370.06,6,Bank Transfer,2025-05-10T01:43:10,Completed
227,2025-05-10,2025-05-10T11:20:33,eBay,Apparel,182.37,5,PayPal,2025-05-10T12:58:33,Completed
